ID,Age,Education,Relationship Status,Income,Days as Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Spent,Spent_Weighted,Children,Family_Size,Is_Parent
10232,51,PhD,Alone,48799.0,236,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,331,1213,1,2,1
4184,64,PhD,Not Alone,52157.0,22,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,265,970,1,3,1
9120,52,Graduation,Alone,66565.0,571,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,1065,3648,1,2,1
891,63,Master,Not Alone,29298.0,295,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,11,42,2,4,1
10381,35,Graduation,Alone,47691.0,359,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,21,81,1,2,1
3525,44,Graduation,Not Alone,38200.0,569,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,17,62,2,4,1
6818,40,Graduation,Not Alone,44989.0,655,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,369,1676,1,3,1
3526,46,PhD,Not Alone,38443.0,153,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,38,127,2,4,1
8181,36,2n Cycle,Alone,38593.0,289,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,177,670,1,2,1
1029,44,PhD,Not Alone,64413.0,332,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,279,965,1,3,1
7369,33,Master,Not Alone,36959.0,270,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,62,230,1,3,1
2574,37,PhD,Not Alone,61996.0,514,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1230,4026,1,3,1
8159,46,Graduation,Not Alone,51287.0,89,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,182,693,2,4,1
1160,44,Graduation,Not Alone,13260.0,310,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,49,202,2,4,1
10242,48,PhD,Not Alone,47472.0,286,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,75,271,2,4,1
5253,58,Master,Not Alone,54603.0,355,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,227,774,2,4,1
5966,40,PhD,Not Alone,45207.0,596,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,215,671,2,4,1
5314,63,Graduation,Not Alone,40689.0,468,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,444,1710,1,3,1
5081,47,2n Cycle,Not Alone,47821.0,252,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,47,203,2,4,1
5123,63,Master,Not Alone,27450.0,440,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,143,604,0,2,0
5756,31,Graduation,Not Alone,39453.0,87,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,55,185,1,3,1
8036,43,2n Cycle,Not Alone,26850.0,72,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,63,245,2,4,1
9058,59,Graduation,Alone,79800.0,644,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1867,7323,0,1,0
5057,53,Master,Not Alone,61794.0,288,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,611,2155,1,3,1
254,59,Graduation,Not Alone,53863.0,43,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,473,1563,1,3,1
4179,55,Graduation,Not Alone,24221.0,313,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,55,228,0,2,0
3710,30,PhD,Alone,39684.0,625,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,81,366,1,2,1
7627,39,Master,Not Alone,92163.0,564,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,2086,7489,0,2,0
4501,49,Master,Alone,69882.0,231,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,1478,5950,0,1,0
6424,37,Graduation,Not Alone,33178.0,150,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,49,196,1,3,1
3075,42,PhD,Not Alone,59973.0,291,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,382,1408,0,2,0
4992,39,Master,Not Alone,17459.0,283,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,69,314,1,3,1
5252,45,Graduation,Alone,23910.0,611,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,67,258,1,2,1
7444,45,Master,Not Alone,42169.0,253,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,30,114,2,4,1
6919,36,2n Cycle,Not Alone,26224.0,390,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,63,254,1,3,1
3537,33,Graduation,Not Alone,31089.0,681,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,79,299,1,3,1
10277,53,Graduation,Alone,30081.0,493,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,42,142,1,2,1
2453,54,Graduation,Not Alone,62807.0,667,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,819,2957,1,3,1
7972,59,Graduation,Alone,72906.0,285,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,1151,4585,0,1,0
895,66,PhD,Not Alone,61467.0,567,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,594,2120,2,4,1
1177,48,Master,Not Alone,49618.0,519,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,129,477,2,4,1
7141,28,Master,Alone,21888.0,547,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,213,902,1,2,1
7232,41,Graduation,Alone,42429.0,138,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,67,227,1,2,1
8477,58,Graduation,Alone,26150.0,475,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,28,109,3,4,1
2457,39,Basic,Not Alone,30801.0,611,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,45,183,1,3,1
988,49,Graduation,Not Alone,81168.0,53,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,1193,4954,0,2,0
7930,45,Master,Alone,26877.0,314,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,268,1052,0,1,0
4587,70,Master,Alone,45006.0,346,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,266,900,0,1,0
6682,41,Basic,Not Alone,18978.0,565,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,37,139,1,3,1
6222,47,Graduation,Not Alone,22574.0,244,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,37,135,3,5,1
10299,45,PhD,Alone,48240.0,597,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,882,3098,0,1,0
3083,40,Graduation,Not Alone,45837.0,338,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,373,1339,2,4,1
8953,49,Master,Alone,35791.0,419,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,35,124,3,4,1
1503,38,PhD,Not Alone,162397.0,391,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,107,358,2,4,1
8650,36,Graduation,Alone,54162.0,468,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,42,165,2,3,1
10862,54,Master,Not Alone,30522.0,681,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,326,1214,1,3,1
2782,53,PhD,Not Alone,54456.0,353,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,404,1321,1,3,1
6941,43,Graduation,Alone,31632.0,350,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,95,385,0,1,0
10972,65,Graduation,Alone,72298.0,111,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,939,3231,0,1,0
10708,36,2n Cycle,Alone,36975.0,183,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,33,111,1,2,1
6583,59,2n Cycle,Not Alone,72635.0,391,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,981,3935,0,2,0
3641,38,Graduation,Not Alone,13624.0,525,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,36,153,1,3,1
10156,39,Graduation,Alone,84196.0,391,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,1237,5369,1,2,1
4299,54,Graduation,Not Alone,70971.0,646,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1825,6604,1,3,1
3469,37,PhD,Alone,34487.0,661,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,103,386,2,3,1
5063,37,Graduation,Alone,28769.0,558,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,191,837,1,2,1
10727,44,PhD,Not Alone,69084.0,222,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,1586,5041,1,3,1
9624,56,PhD,Not Alone,65488.0,16,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,963,3393,0,2,0
5156,44,2n Cycle,Not Alone,62466.0,165,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,889,3223,1,3,1
4376,54,2n Cycle,Alone,32218.0,134,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,93,363,0,1,0
8923,41,Graduation,Alone,83917.0,437,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1587,6262,0,1,0
8461,52,Graduation,Alone,46102.0,111,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,16,53,3,4,1
6945,62,Graduation,Alone,84574.0,390,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,1375,5984,0,1,0
944,52,Graduation,Not Alone,56181.0,537,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,393,1219,1,3,1
1907,64,Master,Alone,63120.0,639,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1477,5071,1,2,1
701,43,Graduation,Not Alone,73691.0,235,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,1179,4256,1,3,1
3856,54,Graduation,Not Alone,63381.0,632,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,1005,3659,1,3,1
4149,66,PhD,Not Alone,76140.0,47,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,1348,5313,0,2,0
2131,55,PhD,Alone,62859.0,546,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,1307,4026,1,2,1
2942,50,Graduation,Alone,45906.0,418,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,486,1939,1,2,1
1173,67,Master,Not Alone,77632.0,476,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,2252,8461,0,2,0
4381,43,PhD,Not Alone,46463.0,315,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,235,811,2,4,1
4611,44,Graduation,Not Alone,105471.0,524,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1724,5820,0,2,0
3376,44,Master,Alone,55282.0,198,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,235,900,1,2,1
4679,37,Master,Not Alone,78710.0,37,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,1092,3799,1,3,1
10928,56,Graduation,Not Alone,66886.0,286,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,599,2361,1,3,1
4248,54,Master,Alone,98777.0,132,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,2008,7532,0,1,0
6728,29,Graduation,Not Alone,29103.0,671,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,48,199,1,3,1
6661,40,Graduation,Not Alone,67445.0,686,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,1174,3778,1,3,1
4725,64,PhD,Not Alone,50616.0,77,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,67,273,1,3,1
3277,59,Graduation,Alone,49431.0,695,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,365,1366,1,2,1
5555,39,Graduation,Alone,153924.0,142,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,21,0,1,0
2564,61,Graduation,Not Alone,61278.0,176,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,165,586,1,3,1
946,56,2n Cycle,Not Alone,26490.0,645,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,210,716,0,2,0
3867,67,PhD,Not Alone,73059.0,302,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,1095,4032,1,3,1
6940,48,PhD,Alone,46734.0,251,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,223,978,3,4,1
55,51,Graduation,Not Alone,56253.0,569,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,597,1932,1,3,1
7093,29,Graduation,Not Alone,19986.0,227,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,22,80,1,3,1
5084,39,Graduation,Alone,58330.0,186,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,1064,3971,1,2,1
1777,34,Basic,Not Alone,25965.0,660,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,74,307,0,2,0
8162,58,Master,Not Alone,14661.0,544,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,26,108,0,2,0
10826,55,Graduation,Not Alone,18690.0,548,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,60,268,0,2,0
8754,40,PhD,Not Alone,45068.0,409,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,20,75,1,3,1
1987,27,Basic,Alone,21063.0,277,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,59,240,1,2,1
11007,46,PhD,Not Alone,29187.0,416,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,34,120,1,3,1
7426,43,2n Cycle,Not Alone,54690.0,234,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,198,688,2,4,1
9153,50,PhD,Not Alone,59304.0,335,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,1048,3937,1,3,1
10379,52,Master,Alone,59247.0,233,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,574,2202,2,3,1
9204,44,Graduation,Alone,66731.0,655,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,1029,3532,1,2,1
3197,34,Graduation,Not Alone,77353.0,195,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,670,2251,1,3,1
2920,39,PhD,Alone,52614.0,575,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,990,3371,1,2,1
6961,40,Graduation,Not Alone,26751.0,38,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,11,41,2,4,1
4673,51,PhD,Not Alone,81300.0,607,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1241,4117,1,3,1
9937,35,Graduation,Alone,70337.0,178,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,576,2119,0,1,0
8779,29,2n Cycle,Not Alone,36145.0,378,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,172,730,1,3,1
9596,34,PhD,Alone,65295.0,188,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,664,2104,0,1,0
2891,51,Graduation,Alone,68118.0,254,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,928,3433,1,2,1
4910,47,Graduation,Alone,68743.0,668,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,2074,7108,0,1,0
75,32,2n Cycle,Not Alone,41039.0,339,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,467,1906,0,2,0
10120,59,Graduation,Not Alone,38946.0,248,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,257,1046,1,3,1
6327,47,Graduation,Not Alone,65777.0,192,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,1146,4402,0,2,0
10142,38,PhD,Alone,66476.0,479,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,689,2516,1,2,1
9826,42,PhD,Alone,86857.0,655,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,2114,7965,0,1,0
1501,32,PhD,Not Alone,160803.0,694,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,1717,8389,0,2,0
10767,25,PhD,Not Alone,77845.0,44,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,1346,4956,0,2,0
7279,45,PhD,Not Alone,69476.0,272,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,1044,4333,0,2,0
7230,54,PhD,Alone,50611.0,633,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,493,1545,1,2,1
143,44,Graduation,Alone,61209.0,308,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,957,3686,0,1,0
450,56,Master,Not Alone,42315.0,352,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,270,1186,1,3,1
9316,62,Basic,Not Alone,13084.0,239,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,29,127,0,2,0
6379,65,Master,Alone,47570.0,396,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,121,492,2,3,1
9239,53,Master,Not Alone,61923.0,338,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,126,424,2,4,1
8315,19,Graduation,Alone,34824.0,95,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,23,101,0,1,0
2868,65,PhD,Alone,26518.0,447,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,57,231,2,3,1
10888,53,Graduation,Alone,45938.0,238,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,636,2308,0,1,0
1277,54,Graduation,Not Alone,78468.0,81,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,1004,3928,0,2,0
9977,41,Graduation,Alone,78901.0,285,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,734,2907,1,2,1
10196,36,Graduation,Not Alone,71427.0,109,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,614,1970,2,4,1
6384,36,Graduation,Alone,71022.0,138,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,1453,5605,1,2,1
8029,26,Master,Alone,90247.0,61,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1621,5556,0,1,0
968,46,Master,Alone,41335.0,185,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,187,582,1,2,1
6988,28,Graduation,Not Alone,71952.0,535,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,1443,5303,1,3,1
4472,44,PhD,Alone,35682.0,2,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,57,245,1,2,1
6991,63,Graduation,Alone,43185.0,445,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,637,2083,1,2,1
3336,66,PhD,Not Alone,66375.0,220,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,948,3507,1,3,1
4301,43,Master,Not Alone,35178.0,535,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,59,255,1,3,1
1940,28,Graduation,Not Alone,25252.0,352,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,18,74,1,3,1
1272,49,Master,Alone,55250.0,616,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,903,2989,1,2,1
1388,39,Graduation,Alone,33249.0,494,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,112,489,1,2,1
1044,61,Graduation,Not Alone,58398.0,411,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,596,2327,0,2,0
6969,32,Graduation,Not Alone,50272.0,326,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,233,852,1,3,1
10479,39,PhD,Not Alone,76618.0,569,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,1511,5443,0,2,0
3619,54,2n Cycle,Alone,87305.0,644,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1152,4573,0,1,0
1715,36,Graduation,Not Alone,25851.0,503,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,48,189,1,3,1
10159,44,Graduation,Alone,58710.0,455,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,1185,4529,1,2,1
1463,56,Graduation,Alone,45160.0,92,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,21,81,2,3,1
5114,49,Master,Not Alone,74806.0,557,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,965,3374,1,3,1
4990,60,Graduation,Not Alone,59111.0,423,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,869,3340,0,2,0
4329,30,PhD,Not Alone,18988.0,37,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,16,64,1,3,1
10936,49,Graduation,Not Alone,72190.0,501,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,1947,7456,0,2,0
4692,38,Graduation,Not Alone,7500.0,697,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,71,339,1,3,1
7212,48,Graduation,Not Alone,44794.0,21,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,65,221,1,3,1
6086,59,Graduation,Not Alone,80395.0,218,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,1380,5650,0,2,0
437,38,Master,Alone,75012.0,155,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,1027,3792,0,1,0
11171,49,Master,Not Alone,56962.0,261,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,411,1466,3,5,1
11101,23,Graduation,Not Alone,89891.0,440,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,836,3308,0,2,0
5329,65,PhD,Alone,35946.0,275,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,11,39,2,3,1
610,61,PhD,Not Alone,53593.0,691,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,480,1723,2,4,1
9384,36,Graduation,Not Alone,66373.0,382,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,606,2363,2,4,1
5956,66,PhD,Alone,45072.0,256,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,284,1141,3,4,1
10430,41,Graduation,Alone,89694.0,263,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,1472,4917,2,3,1
7875,65,Graduation,Not Alone,72025.0,61,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1677,6258,0,2,0
7072,41,Graduation,Not Alone,67432.0,457,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,1335,5080,1,3,1
6255,62,Master,Not Alone,70545.0,26,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,334,1150,1,3,1
6516,25,Basic,Not Alone,17487.0,468,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,18,77,1,3,1
5564,45,Graduation,Not Alone,62882.0,689,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,1338,5087,1,3,1
5682,61,PhD,Alone,64108.0,463,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,1099,3504,1,2,1
7458,58,Master,Not Alone,34941.0,480,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,97,410,2,4,1
5237,64,PhD,Alone,48767.0,179,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,63,262,3,4,1
7761,36,2n Cycle,Not Alone,38702.0,332,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,109,478,1,3,1
5278,50,Graduation,Not Alone,82224.0,155,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,902,3601,0,2,0
3560,62,Graduation,Not Alone,83844.0,413,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,1574,5967,0,2,0
7235,39,2n Cycle,Not Alone,17003.0,202,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,38,145,1,3,1
10548,19,Graduation,Alone,71163.0,112,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,960,3754,0,1,0
2281,44,Graduation,Alone,33697.0,287,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,28,122,1,2,1
4073,60,2n Cycle,Not Alone,63564.0,151,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1215,4165,0,2,0
6974,42,PhD,Not Alone,83443.0,180,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,1497,6142,0,2,0
7938,56,PhD,Not Alone,51518.0,269,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,449,1488,1,3,1
7094,39,Graduation,Alone,58330.0,186,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,1064,3971,1,2,1
3667,45,Graduation,Not Alone,80952.0,486,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1757,6439,0,2,0
7723,35,Graduation,Not Alone,75507.0,58,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,1440,5146,0,2,0
3870,36,2n Cycle,Not Alone,63855.0,505,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,1006,3820,0,2,0
4012,42,PhD,Not Alone,62220.0,687,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1226,4444,1,3,1
5909,50,Graduation,Not Alone,58512.0,283,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,1171,4164,1,3,1
10470,35,Master,Not Alone,40662.0,471,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,92,383,1,3,1
6488,55,PhD,Not Alone,38829.0,84,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,99,359,1,3,1
10270,33,2n Cycle,Not Alone,35523.0,269,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,66,272,1,3,1
6887,47,Graduation,Alone,79146.0,66,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,564,2132,2,3,1
6406,26,Master,Not Alone,78285.0,244,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,1427,5077,0,2,0
7573,36,PhD,Alone,31626.0,415,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,86,377,1,2,1
4508,62,Graduation,Alone,75127.0,38,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,833,3749,0,1,0
221,59,Graduation,Not Alone,48726.0,428,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,242,977,1,3,1
5331,37,Graduation,Not Alone,74985.0,656,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,1869,7806,0,2,0
1911,27,Graduation,Not Alone,67430.0,662,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,1364,4837,0,2,0
20,49,2n Cycle,Not Alone,46891.0,301,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,183,768,1,3,1
8786,58,Master,Not Alone,62058.0,399,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,450,1668,1,3,1
